Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
119,0,154.5,193.6,180.9,13.4,2,0,0,129,26.27,87,16.46,145,8.14,3,3.62,IN,510,382-4983,0
69,0,153.7,194,256.1,14.1,1,0,0,109,26.13,105,16.49,114,11.52,6,3.81,NV,415,387-4614,0
87,36,171.2,185.8,227.6,10.8,1,1,1,138,29.1,102,15.79,97,10.24,3,2.92,IL,408,417-0817,0
93,0,328.1,151.7,303.5,8.7,1,0,0,106,55.78,89,12.89,114,13.66,3,2.35,SD,510,408-3815,1
154,0,145.9,208.2,180.9,14.4,0,1,0,69,24.8,141,17.7,106,8.14,10,3.89,OK,415,374-0166,1
57,37,201.2,280.1,154.2,11.8,1,0,1,76,34.2,122,23.81,110,6.94,1,3.19,KS,415,363-5489,0
130,0,139.1,246,207.2,11.4,5,0,0,72,23.65,112,20.91,121,9.32,9,3.08,IA,510,408-6502,0
151,0,118.9,278.3,194.8,13.2,2,0,0,128,20.21,65,23.66,61,8.77,10,3.56,NJ,415,399-6654,0
162,0,217.6,279,250.7,10.4,2,0,0,87,36.99,71,23.72,65,11.28,4,2.81,NJ,408,367-0091,1
60,0,145,209.1,328.5,14.6,1,0,0,133,24.65,92,17.77,112,14.78,2,3.94,MT,415,387-4171,0
81,0,203.5,289.6,212.9,8.7,3,0,0,89,34.6,69,24.62,71,9.58,3,2.35,IA,510,328-4345,0
132,0,240.1,180.4,133.4,8,3,0,0,115,40.82,91,15.33,122,6,6,2.16,WA,415,369-3886,0
86,0,83.8,240.2,158.6,6.7,1,0,0,121,14.25,96,20.42,108,7.14,8,1.81,NE,408,399-3398,0
136,0,269.8,228.8,257.5,10.1,1,0,0,106,45.87,101,19.45,106,11.59,8,2.73,TX,408,335-5697,1
121,21,126.3,209.6,192.5,10.6,1,0,1,84,21.47,102,17.82,129,8.66,2,2.86,MS,415,344-4065,0
105,15,88.1,175.9,269.9,9.7,2,0,1,125,14.98,142,14.95,85,12.15,1,2.62,IA,510,349-9454,0
105,34,218.5,196.7,151.1,9.9,2,0,1,61,37.15,74,16.72,103,6.8,4,2.67,WI,415,394-0433,0
51,26,236.8,263.4,181.1,11.2,1,0,1,61,40.26,97,22.39,91,8.15,8,3.02,MT,415,419-0101,0
64,0,124.1,192.8,162.9,6.4,3,0,0,117,21.1,108,16.39,84,7.33,5,1.73,GA,408,356-7002,0
80,30,184.2,167.5,212.8,10,0,1,1,132,31.31,109,14.24,114,9.58,10,2.7,MT,510,416-2761,0
56,0,222.7,277,101.8,13.6,4,0,0,133,37.86,89,23.55,94,4.58,4,3.67,ND,415,398-0654,0
120,0,149.2,193.6,248.9,11.1,1,0,0,98,25.36,88,16.46,119,11.2,5,3,VT,415,338-2898,0
103,0,206.5,180.2,220.6,12.2,3,0,0,125,35.11,113,15.32,95,9.93,4,3.29,SD,510,412-0211,0
164,27,159.7,168.8,244.1,9.6,3,0,1,102,27.15,113,14.35,127,10.98,9,2.59,OH,510,347-2643,0
116,27,204.7,209.4,212.9,7,2,0,1,118,34.8,91,17.8,67,9.58,2,1.89,OH,415,386-0297,0
121,0,213.2,120.7,244.4,7.5,1,0,0,79,36.24,116,10.26,102,11,4,2.03,MT,408,334-8404,0
55,0,269.6,171.7,219,8.2,1,1,0,121,45.83,91,14.59,98,9.86,6,2.21,IL,415,398-5079,0
183,0,116.7,213.8,214.3,9.7,2,0,0,92,19.84,112,18.17,112,9.64,6,2.62,NV,415,330-4132,0
104,0,263.4,235.5,102,13,0,0,0,101,44.78,117,20.02,146,4.59,4,3.51,UT,408,418-3041,0
90,0,140.2,213.9,120,7.1,1,0,0,97,23.83,102,18.18,126,5.4,2,1.92,NH,408,393-1165,0
82,0,197.7,127.6,142.1,13.5,1,0,0,101,33.61,83,10.85,103,6.39,3,3.65,LA,415,353-4795,0
101,0,136.2,220.9,196.9,13.3,3,0,0,92,23.15,110,18.78,116,8.86,7,3.59,VT,415,411-5925,0
9,16,88.5,178.8,228.7,11.5,2,0,1,87,15.05,108,15.2,96,10.29,3,3.11,NY,415,398-1316,0
97,0,215.3,242.4,279.8,12.1,0,0,0,58,36.6,91,20.6,105,12.59,9,3.27,CT,415,374-6249,0
94,0,269.2,193.8,257.6,8.9,3,0,0,104,45.76,144,16.47,61,11.59,2,2.4,KS,408,379-7327,1
127,25,203.8,267.1,225.1,7.3,0,0,1,118,34.65,48,22.7,105,10.13,5,1.97,MI,510,357-9775,0
125,34,268.4,222.2,117.6,10.3,0,0,1,112,45.63,108,18.89,102,5.29,3,2.78,SD,510,393-9171,0
140,0,159.1,269.8,220.4,10.3,1,0,0,104,27.05,106,22.93,116,9.92,4,2.78,ME,415,345-4502,0
90,0,114.4,127.7,253.1,10.1,2,0,0,122,19.45,154,10.85,109,11.39,5,2.73,MD,415,353-3911,0
67,0,138.9,208.9,232.4,9.2,2,0,0,65,23.61,109,17.76,82,10.46,3,2.48,VA,415,330-6967,0
113,0,186,237.4,148.1,12.2,1,0,0,55,31.62,105,20.18,83,6.66,6,3.29,NJ,415,397-1265,0
121,26,170.4,254.5,219.6,15.1,0,0,1,91,28.97,90,21.63,122,9.88,5,4.08,TN,510,338-4822,0
93,0,164.5,230.9,149.9,9.9,4,0,0,95,27.97,87,19.63,91,6.75,3,2.67,DC,408,406-5774,0
121,0,168.6,168.6,95.3,12.3,1,0,0,121,28.66,94,14.33,59,4.29,4,3.32,DC,408,368-7057,0
53,0,261.2,250.8,176,9.8,0,0,0,119,44.4,105,21.32,112,7.92,2,2.65,OR,408,400-0161,1
75,0,190.5,178.4,162.4,13.1,1,0,0,91,32.39,75,15.16,113,7.31,5,3.54,RI,415,387-3064,0
132,0,181.1,314.4,246.7,4.2,2,0,0,121,30.79,109,26.72,81,11.1,9,1.13,AK,510,346-2390,0
162,0,177.1,114.7,153.6,6.5,3,0,0,131,30.11,122,9.75,88,6.91,6,1.76,WI,408,412-6007,0
140,0,160.5,240.5,233.5,11.3,1,0,0,114,27.29,103,20.44,121,10.51,4,3.05,IN,415,413-1229,0
91,0,134.7,295.3,195.5,6.6,2,0,0,116,22.9,98,25.1,121,8.8,5,1.78,MI,408,345-0022,0
73,28,198.2,139.1,199.1,8.8,2,0,1,107,33.69,123,11.82,139,8.96,1,2.38,ID,510,394-3413,0
95,0,228.9,255.7,208,10.1,4,1,0,134,38.91,71,21.73,120,9.36,2,2.73,NH,408,400-3396,1
145,0,241.7,135.8,277.6,13.1,0,0,0,137,41.09,100,11.54,123,12.49,3,3.54,MN,408,412-2706,0
100,0,131.1,176.2,89.7,4.3,1,0,0,108,22.29,81,14.98,81,4.04,4,1.16,AZ,415,390-5753,0
122,0,234.1,200.2,237.4,13.1,2,0,0,101,39.8,121,17.02,89,10.68,9,3.54,MN,415,389-4582,0
109,0,200.1,300.9,236,11.9,0,0,0,72,34.02,120,25.58,68,10.62,5,3.21,MO,415,389-5424,0
82,0,154,94.4,287.6,10.1,1,0,0,107,26.18,114,8.02,95,12.94,7,2.73,AL,408,406-5384,0
65,23,224.2,189.6,222.8,9.8,0,0,1,106,38.11,100,16.12,75,10.03,4,2.65,PA,415,382-2060,0
52,0,148.3,181.6,155.6,8.3,3,0,0,83,25.21,79,15.44,104,7,6,2.24,AK,510,414-5460,0
136,24,174.6,176.6,214.4,8.8,2,0,1,76,29.68,114,15.01,91,9.65,5,2.38,MS,415,348-0779,0
75,0,138.5,153.2,215.6,11.1,1,0,0,110,23.55,86,13.02,103,9.7,7,3,IA,415,404-7334,0
146,0,109,265.8,228.3,12.6,1,0,0,69,18.53,98,22.59,80,10.27,2,3.4,WY,408,348-8299,0
105,0,162.3,212.5,214.7,11.1,4,0,0,99,27.59,95,18.06,114,9.66,8,3,NE,408,327-6305,0
48,0,210.8,189.6,157.6,16.4,2,0,0,84,35.84,98,16.12,99,7.09,3,4.43,ND,415,405-9148,0
45,0,142.4,318.7,224.1,11.1,1,0,0,107,24.21,78,27.09,108,10.08,7,3,CT,415,416-9610,0
106,37,223.5,235.1,140.1,10.6,2,0,1,104,38,99,19.98,90,6.3,5,2.86,NC,415,419-5100,0
33,0,182.5,232.1,149.2,7.5,2,0,0,65,31.03,96,19.73,82,6.71,2,2.03,CT,510,411-9448,0
68,0,219.6,141.1,205.7,10.8,2,0,0,97,37.33,144,11.99,101,9.26,4,2.92,ND,408,391-4579,0
106,0,193.6,238.2,176.4,12.9,0,0,0,66,32.91,82,20.25,107,7.94,3,3.48,WA,408,416-5524,0
141,0,192.4,156.9,175.8,11,0,0,0,111,32.71,87,13.34,82,7.91,6,2.97,NV,415,347-7445,0
98,0,236.2,189.4,153.6,13.3,0,0,0,122,40.15,110,16.1,104,6.91,4,3.59,CO,408,386-0736,0
94,28,233.2,113.3,118,16.1,0,0,1,88,39.64,102,9.63,71,5.31,4,4.35,KS,510,375-8642,0
65,0,158.8,188.5,189.3,9.8,2,0,0,53,27,132,16.02,87,8.52,4,2.65,CO,510,407-9633,0
85,0,126.1,274.7,184.4,9.8,1,0,0,112,21.44,126,23.35,95,8.3,4,2.65,MO,415,367-5972,0
71,0,290.4,253.9,263.3,10.1,3,0,0,108,49.37,92,21.58,126,11.85,5,2.73,MA,510,419-2154,1
112,30,60.6,165.9,132.8,13.3,0,0,1,113,10.3,96,14.1,99,5.98,7,3.59,NY,408,396-5098,0
110,0,148.4,193.8,206,6.9,0,0,0,95,25.23,98,16.47,106,9.27,6,1.86,AK,415,394-4151,0
111,0,246.5,216.3,179.6,12.7,2,0,0,108,41.91,89,18.39,99,8.08,3,3.43,WI,415,382-6313,0
74,0,298.1,201.3,214.7,9.7,2,0,0,112,50.68,100,17.11,88,9.66,4,2.62,NH,408,413-6630,1
105,0,119.3,185.1,157,10.9,2,0,0,82,20.28,111,15.73,74,7.07,4,2.94,TN,510,366-8017,0
40,0,242.5,232.9,154,9.6,0,0,0,82,41.23,97,19.8,86,6.93,7,2.59,NY,408,416-9005,0
128,18,222.1,160.6,218.8,13.6,0,1,1,89,37.76,109,13.65,102,9.85,2,3.67,GA,408,355-7742,1
123,0,236.2,273.9,227,10.1,2,0,0,135,40.15,88,23.28,77,10.22,6,2.73,MN,408,422-7703,1
122,0,144.2,212.2,169.3,9.5,0,0,0,87,24.51,74,18.04,87,7.62,4,2.57,MI,510,329-6802,0
114,19,154.6,241.6,160,12.6,3,0,1,100,26.28,109,20.54,112,7.2,1,3.4,ID,408,381-6264,0
102,25,137.4,176.7,188.2,10.2,2,0,1,100,23.36,83,15.02,93,8.47,6,2.75,CT,415,421-1790,0
126,0,103.7,127,329.3,14.4,0,0,0,93,17.63,107,10.8,66,14.82,1,3.89,NC,415,342-8826,0
150,0,136.6,209.4,161.1,12.2,4,0,0,112,23.22,81,17.8,78,7.25,2,3.29,LA,415,381-4022,1
60,0,289.8,255.6,242.8,11.7,2,0,0,101,49.27,115,21.73,76,10.93,4,3.16,NJ,408,335-4966,1
123,0,260.9,168.5,178.3,13.3,3,0,0,85,44.35,103,14.32,91,8.02,5,3.59,TX,408,416-1802,0
138,0,196.2,176.5,232.4,15.2,0,1,0,129,33.35,86,15,108,10.46,1,4.1,CA,510,388-4348,1
29,0,195.6,126.4,148.6,14.2,1,0,0,71,33.25,74,10.74,87,6.69,4,3.83,MD,510,367-7693,0
111,0,222.2,162.5,184.9,11.9,4,0,0,96,37.77,111,13.81,120,8.32,7,3.21,WY,415,386-3743,0
37,0,172.9,183,226.4,9.8,0,1,0,119,29.39,86,15.56,100,10.19,1,2.65,TX,510,346-5630,1
111,0,249.8,242.4,231.8,11.6,0,0,0,109,42.47,106,20.6,78,10.43,4,3.13,CA,408,329-2566,1
81,0,154.5,216.2,229.8,13.7,1,0,0,84,26.27,91,18.38,82,10.34,3,3.7,UT,510,329-0919,0
46,0,90.4,276.2,146.5,12.7,1,0,0,108,15.37,77,23.48,111,6.59,2,3.43,WA,510,332-4856,0
69,27,268.8,246.6,271.9,16.4,0,0,1,78,45.7,89,20.96,102,12.24,3,4.43,MS,510,342-5523,0
125,0,106.1,157.6,192.5,8.1,1,0,0,95,18.04,113,13.4,69,8.66,3,2.19,OH,408,411-4988,0
43,0,27,160.9,279.5,10.7,3,0,0,117,4.59,97,13.68,96,12.58,3,2.89,KS,415,381-8442,0
127,27,140.1,223.4,257.9,3.8,1,0,1,59,23.82,111,18.99,73,11.61,10,1.03,RI,415,400-6498,0
94,0,245,180.4,262.9,9.7,1,0,0,112,41.65,91,15.33,105,11.83,6,2.62,IN,510,360-0759,0
46,0,196.7,205.9,216.6,11.2,3,0,0,85,33.44,74,17.5,112,9.75,5,3.02,VT,408,373-7647,0
73,26,131.2,106.5,221.7,10.2,2,0,1,98,22.3,97,9.05,96,9.98,6,2.75,MT,408,394-9393,0
146,23,149.6,239.8,293.5,7.4,2,0,1,96,25.43,124,20.38,135,13.21,4,2,CT,408,380-6933,0
93,0,239.8,251.8,168.6,10.9,1,0,0,70,40.77,99,21.4,112,7.59,10,2.94,NM,415,334-8931,0
52,31,142.1,193,253.4,11,1,0,1,77,24.16,97,16.41,88,11.4,4,2.97,OH,408,327-6587,0
202,0,115.4,178.7,185.7,6,3,0,0,137,19.62,70,15.19,113,8.36,3,1.62,GA,510,351-1007,0
129,31,193,224.8,197.6,10.3,2,0,1,99,32.81,87,19.11,91,8.89,8,2.78,MN,510,368-1155,0
94,0,206.1,224.6,256.7,13,1,0,0,49,35.04,115,19.09,74,11.55,1,3.51,CT,415,337-7141,0
100,0,160.3,221.3,150.4,11.2,0,0,0,138,27.25,92,18.81,120,6.77,2,3.02,AL,415,377-0897,0
43,0,199.9,288.4,180.6,11.3,1,0,0,108,33.98,80,24.51,103,8.13,7,3.05,WV,415,348-9405,0
130,0,213.1,206.2,163.4,8.9,0,0,0,105,36.23,108,17.53,93,7.35,3,2.4,NH,415,373-9824,0
124,0,178.3,235,239.7,10.9,3,0,0,102,30.31,120,19.98,119,10.79,1,2.94,WY,415,422-9055,0
92,0,252.3,207,284.6,12,3,1,0,120,42.89,112,17.6,95,12.81,5,3.24,VA,510,411-2247,1
48,0,197.7,136.7,244.4,13.2,4,0,0,64,33.61,126,11.62,81,11,5,3.56,VT,415,384-5974,0
98,29,111.1,217.9,248.1,6.6,2,0,1,105,18.89,101,18.52,108,11.16,3,1.78,OH,510,347-5198,0
100,0,96.5,210.2,146.4,12.5,1,0,0,86,16.41,133,17.87,106,6.59,3,3.38,MT,415,385-2262,1
79,0,156.9,122.2,189.1,11.3,3,0,0,109,26.67,87,10.39,103,8.51,5,3.05,MA,415,419-8516,0
164,0,123.3,170,165.9,12.7,1,0,0,78,20.96,85,14.45,78,7.47,2,3.43,VA,415,375-1145,0
105,0,193.7,183.2,293.7,10.8,1,0,0,108,32.93,124,15.57,72,13.22,5,2.92,NM,415,362-0388,0
89,0,206.9,167.7,155.7,10.9,0,1,0,134,35.17,105,14.25,86,7.01,4,2.94,AR,408,410-0310,0
126,0,249.8,261.9,166.8,12.7,3,0,0,96,42.47,92,22.26,108,7.51,4,3.43,NE,415,387-0792,1
96,0,144,224.7,227.7,10,1,0,0,102,24.48,73,19.1,91,10.25,7,2.7,WY,408,329-6151,0
120,33,299.5,163.4,146.7,11.6,0,0,1,83,50.92,84,13.89,88,6.6,5,3.13,IA,415,341-5061,0
212,0,226,304.6,181.2,12.6,2,0,0,127,38.42,83,25.89,132,8.15,4,3.4,SC,415,336-4360,1
72,0,137.6,143.5,273.7,9.6,2,0,0,106,23.39,94,12.2,110,12.32,6,2.59,NC,415,368-8901,0
155,26,211.7,139.2,146.7,11.1,1,1,1,121,35.99,123,11.83,89,6.6,3,3,HI,415,346-7318,0
89,0,89.7,179.8,145.7,9.5,2,0,0,80,15.25,81,15.28,120,6.56,4,2.57,UT,415,345-3370,0
126,0,197.6,246.5,285.3,12.5,2,1,0,126,33.59,112,20.95,104,12.84,8,3.38,WY,408,339-8960,0
172,0,270,256.6,168.5,12,2,0,0,102,45.9,111,21.81,104,7.58,5,3.24,AL,408,359-8810,1
75,0,224.7,192,212.2,11.3,3,0,0,116,38.2,79,16.32,98,9.55,11,3.05,VA,415,373-0459,0
143,0,194.3,123.6,229.5,10.2,2,0,0,99,33.03,133,10.51,99,10.33,2,2.75,WI,510,367-4773,0
166,0,47.7,264.4,235.2,13.2,0,1,0,89,8.11,95,22.47,97,10.58,3,3.56,FL,510,367-3361,1
132,0,190.1,182.2,279.8,13,1,0,0,105,32.32,116,15.49,105,12.59,2,3.51,KS,415,420-0551,0
94,0,89.5,339.9,172.9,7.9,1,1,0,94,15.22,106,28.89,76,7.78,1,2.13,NV,408,351-1502,1
99,0,182.6,154.5,196,12.1,0,0,0,83,31.04,111,13.13,57,8.82,5,3.27,NY,415,393-4754,0
136,35,205.5,298.5,214.2,6.9,1,0,1,86,34.94,119,25.37,104,9.64,4,1.86,VA,415,384-9530,0
119,0,231.5,266.9,211,7.4,1,0,0,82,39.36,97,22.69,118,9.49,10,2,KS,415,384-9932,0
115,0,251.3,252.5,118.3,9.9,3,1,0,69,42.72,96,21.46,112,5.32,1,2.67,NC,510,329-2393,1
160,0,171.2,243.5,178.2,13,2,0,0,103,29.1,121,20.7,92,8.02,3,3.51,MO,415,347-8134,0
166,0,197.9,251,138.3,11.2,2,0,0,89,33.64,113,21.34,85,6.22,2,3.02,ND,510,345-6195,0
120,0,134.8,204.1,238.4,6.7,1,0,0,94,22.92,106,17.35,109,10.73,8,1.81,CA,510,339-8363,0
173,0,191.4,168.5,109.3,10.3,1,0,0,114,32.54,138,14.32,99,4.92,3,2.78,WV,415,332-2120,0
156,0,174.5,197.4,238.5,10.6,0,0,0,65,29.67,116,16.78,86,10.73,2,2.86,IL,415,343-9612,0
70,0,177.4,226.2,254.1,10.9,0,0,0,125,30.16,104,19.23,72,11.43,4,2.94,NY,415,366-7503,0
41,0,182.1,211.5,207.4,6.8,1,0,0,89,30.96,104,17.98,124,9.33,1,1.84,NV,510,355-0218,0
132,0,222.4,165.4,208.4,11.2,0,0,0,85,37.81,76,14.06,97,9.38,4,3.02,AL,408,350-2871,0
47,0,47.8,178.9,152.6,13.3,0,1,0,120,8.13,123,15.21,96,6.87,7,3.59,KS,510,418-1988,1
160,0,121.8,89.3,150.7,10.3,1,0,0,97,20.71,97,7.59,92,6.78,5,2.78,ND,510,395-3897,0
180,0,143.5,189.3,174.9,8.8,3,0,0,121,24.4,111,16.09,82,7.87,5,2.38,OK,415,402-6109,0
93,0,164.9,210.4,229.4,7.8,2,0,0,68,28.03,86,17.88,104,10.32,4,2.11,UT,415,337-7828,0
109,0,193.6,148.7,282.5,13.1,2,0,0,58,32.91,115,12.64,105,12.71,1,3.54,OH,415,363-8756,0
80,0,101.1,263.2,137.7,7.3,0,0,0,121,17.19,110,22.37,74,6.2,5,1.97,WY,510,400-4909,0
54,24,92.3,193.1,99.3,11.6,2,0,1,88,15.69,98,16.41,119,4.47,3,3.13,NM,415,416-7181,0
121,0,168.9,123.9,266.3,2.9,2,0,0,128,28.71,99,10.53,105,11.98,7,0.78,AL,415,414-4320,0
157,29,219.2,206,192.4,15,1,0,1,102,37.26,109,17.51,117,8.66,5,4.05,DC,510,392-0121,0
170,37,178.1,242.8,243,13,0,0,1,130,30.28,103,20.64,93,10.93,4,3.51,ID,510,343-6394,0
138,0,146.5,284.5,176,14,3,0,0,101,24.91,142,24.18,98,7.92,6,3.78,AR,510,338-5054,0
92,31,172.3,266.2,228.2,11.8,1,0,1,116,29.29,91,22.63,90,10.27,5,3.19,ID,415,405-6459,0
126,0,190.9,149.7,191.4,13,1,0,0,143,32.45,72,12.72,87,8.61,3,3.51,TX,415,386-4335,0
41,0,232.1,327.1,226.5,10.9,3,0,0,74,39.46,88,27.8,119,10.19,2,2.94,NM,415,327-8888,1
167,0,169.2,173.3,216.5,12.4,4,0,0,124,28.76,108,14.73,64,9.74,4,3.35,WA,415,416-9223,1
91,0,123.8,319,237.6,7.3,2,0,0,107,21.05,125,27.12,78,10.69,4,1.97,UT,510,370-3408,0
127,0,96,177,162.2,9.7,3,0,0,117,16.32,68,15.05,127,7.3,4,2.62,RI,510,331-0733,0
88,27,93.4,252,189,10.9,1,0,1,106,15.88,92,21.42,104,8.5,1,2.94,NC,408,414-9370,0
113,0,90.6,170.6,137.4,5.4,1,0,0,130,15.4,100,14.5,74,6.18,9,1.46,RI,415,415-9136,0
78,0,152.9,256.6,173.6,5.3,2,0,0,81,25.99,82,21.81,112,7.81,6,1.43,NY,510,362-3963,0
123,0,257.9,211.6,189.3,9.4,2,0,0,92,43.84,71,17.99,104,8.52,2,2.54,TX,408,329-9247,0
136,29,85.2,230.4,243.6,9,2,1,1,98,14.48,85,19.58,104,10.96,3,2.43,DE,408,351-9866,0
68,34,160,184.5,208.3,6.1,1,0,1,72,27.2,119,15.68,101,9.37,10,1.65,MS,415,375-4822,0
132,10,182.9,292.4,142.3,11.5,0,0,1,54,31.09,68,24.85,116,6.4,4,3.11,OH,415,375-0645,0
133,0,216.2,222.2,192,3.1,2,0,0,67,36.75,133,18.89,95,8.64,1,0.84,LA,415,360-9898,0
127,0,261.7,181.8,100.9,3.3,0,0,0,105,44.49,107,15.45,131,4.54,5,0.89,FL,415,344-6372,0
110,0,241.2,174.3,245.3,8.5,2,0,0,105,41,85,14.82,59,11.04,4,2.3,WA,415,418-5383,0
121,0,177.2,123.5,213.2,8.4,1,0,0,142,30.12,88,10.5,51,9.59,6,2.27,WV,510,401-3070,0
116,0,89.5,180.8,193.1,14,2,0,0,128,15.22,137,15.37,94,8.69,3,3.78,NY,510,346-7368,0
112,16,200.3,197.8,151.1,10.4,1,1,1,72,34.05,91,16.81,92,6.8,3,2.81,NE,415,351-3881,0
97,0,145,294.3,239.8,11,4,1,0,103,24.65,93,25.02,120,10.79,2,2.97,PA,510,365-2518,1
43,0,159.5,119.7,173.9,6.8,2,0,0,99,27.12,149,10.17,126,7.83,3,1.84,MS,510,358-7821,0
110,0,151.8,138,233.5,11.2,3,0,0,106,25.81,126,11.73,112,10.51,8,3.02,IN,415,364-8027,0
67,0,176.2,236,152.5,10.6,1,0,0,120,29.95,138,20.06,104,6.86,4,2.86,VA,408,356-7368,0
166,0,152.1,121,198,9.8,0,0,0,95,25.86,105,10.29,126,8.91,5,2.65,MN,408,333-7313,0
129,0,161.3,220.6,224.7,9.6,1,0,0,122,27.42,95,18.75,104,10.11,3,2.59,DE,408,362-9290,0
103,0,171.7,144.5,157.9,6.8,3,1,0,78,29.19,86,12.28,106,7.11,3,1.84,OR,510,394-5850,0
71,0,278.9,190.2,255.2,11.7,0,0,0,110,47.41,67,16.17,84,11.48,7,3.16,UT,415,367-9240,1
112,27,213,226.2,189.8,11.1,4,0,1,121,36.21,101,19.23,99,8.54,3,3,CT,415,418-7716,0
8,36,242.9,170.9,177.3,4.8,1,0,1,67,41.29,59,14.53,130,7.98,12,1.3,AL,415,421-1972,0
98,0,217.2,303.4,197.1,12.4,0,0,0,121,36.92,73,25.79,71,8.87,2,3.35,TX,415,406-7798,1
90,0,175.9,285.2,150.8,13,1,0,0,111,29.9,115,24.24,122,6.79,7,3.51,CT,415,347-4949,0
13,0,303.2,170.5,227.6,11.5,0,0,0,133,51.54,86,14.49,80,10.24,3,3.11,MS,415,413-3887,1
58,0,238.9,187.2,181.1,11.8,2,0,0,107,40.61,88,15.91,84,8.15,3,3.19,AR,415,389-2336,0
137,22,189.6,179,179.6,11.4,2,0,1,42,32.23,137,15.22,126,8.08,5,3.08,CA,415,415-2210,0
116,0,133.3,247.8,219,11.3,5,0,0,94,22.66,126,21.06,78,9.86,5,3.05,MI,408,379-3302,1
94,28,92.7,127.8,225.6,9.9,3,0,1,107,15.76,86,10.86,86,10.15,4,2.67,WV,415,396-2383,0
87,0,177.2,248.9,200.8,8.6,3,0,0,72,30.12,105,21.16,87,9.04,7,2.32,DE,415,379-1158,0
120,0,184.5,209,169.7,10.2,2,0,0,103,31.37,86,17.77,70,7.64,6,2.75,FL,415,336-5616,0
97,24,176.1,159.4,269.1,12.1,0,0,1,109,29.94,81,13.55,94,12.11,9,3.27,AK,415,380-7705,0
134,0,204.7,143.1,165.8,11,6,0,0,108,34.8,105,12.16,84,7.46,4,2.97,ID,415,345-4104,0
68,0,143.6,134.3,215.6,15.5,2,0,0,80,24.41,65,11.42,84,9.7,5,4.19,OH,510,380-9284,0
93,0,179.3,188.8,253.2,12.1,1,0,0,93,30.48,65,16.05,88,11.39,5,3.27,NH,408,411-2736,0
120,0,137.3,212.2,152.7,10.5,1,0,0,100,23.34,129,18.04,92,6.87,2,2.84,MA,415,413-0671,0
41,0,237.8,223.5,217.4,10.2,2,0,0,92,40.43,155,19,90,9.78,6,2.75,SC,408,417-9565,0
80,0,203.7,216.4,154.2,7.6,2,0,0,92,34.63,97,18.39,66,6.94,5,2.05,OR,510,331-8005,0
83,25,191.3,250.7,249.4,17.6,2,0,1,95,32.52,136,21.31,86,11.22,5,4.75,OH,415,376-3582,0
109,0,209.1,205,119.4,7.8,2,1,0,141,35.55,93,17.43,111,5.37,3,2.11,NC,510,361-1211,0
66,33,88.8,109.6,172.7,7.1,3,0,1,104,15.1,94,9.32,107,7.77,9,1.92,KY,510,348-2412,0
104,0,97.2,155.6,261.6,12.4,0,0,0,88,16.52,85,13.23,105,11.77,5,3.35,ID,510,403-8114,0
89,0,137.9,192.6,255.7,11,1,0,0,96,23.44,63,16.37,125,11.51,5,2.97,WA,510,346-9247,0
127,0,224.3,185.7,159.4,10,2,0,0,112,38.13,103,15.78,83,7.17,1,2.7,WV,510,413-4232,0
117,13,207.6,152.7,232.8,9.7,1,0,1,65,35.29,77,12.98,95,10.48,3,2.62,RI,408,370-4393,0
128,0,268.1,120.5,220.8,14.4,2,0,0,95,45.58,126,10.24,121,9.94,6,3.89,KS,510,397-5249,0
88,0,166.7,179.3,242.7,6.8,4,0,0,61,28.34,88,15.24,131,10.92,7,1.84,NV,415,364-7304,1
61,0,267.1,180.4,230.6,17.3,1,0,0,104,45.41,131,15.33,106,10.38,4,4.67,NE,408,420-0270,1
22,0,181.8,198.6,206.6,9.3,2,0,0,108,30.91,148,16.88,96,9.3,3,2.51,FL,415,378-5673,0
78,0,147.1,199.7,160.7,13.7,0,0,0,80,25.01,100,16.97,106,7.23,7,3.7,WY,415,399-7745,0
56,29,37.7,144.1,226.6,4.9,1,0,1,115,6.41,111,12.25,101,10.2,3,1.32,WA,415,335-9619,0
192,0,185,224.9,212.4,11.4,2,0,0,88,31.45,98,19.12,105,9.56,3,3.08,CO,415,401-0242,0
70,0,156.4,171,196.1,8.6,2,0,0,108,26.59,116,14.54,96,8.82,4,2.32,WI,415,379-0329,0
148,0,239.3,195.7,232.6,10.9,1,0,0,84,40.68,85,16.63,104,10.47,3,2.94,KS,510,415-7898,0
65,29,215.5,161.9,128.3,8.8,2,0,1,129,36.64,77,13.76,91,5.77,5,2.38,RI,415,368-0908,0
119,0,134.9,211.5,188.5,11.3,1,0,0,70,22.93,74,17.98,105,8.48,6,3.05,MT,510,374-9672,0
80,0,194.8,209.9,194.1,12.8,0,0,0,116,33.12,93,17.84,100,8.73,3,3.46,CO,415,406-3927,0
152,20,239.1,209.1,268.2,13.3,5,0,1,105,40.65,111,17.77,130,12.07,3,3.59,CT,408,354-9937,0
113,0,92.6,177.6,159.8,14.4,3,0,0,85,15.74,92,15.1,72,7.19,4,3.89,FL,510,343-8630,0
75,0,209.4,211.5,291.2,7.2,1,0,0,133,35.6,121,17.98,123,13.1,4,1.94,VT,510,377-9516,0
